 # File spectrum.dat, created by Task#1 of TABOO on 2022.04.29 time=11.43.25
   # 1st column: l = Harmonic degree                
   # 2nd   "   : LOG10 (l)                          
   # 3th   "   : s, (kyrs**(-1))                    
   # 4rd   "   : LOG10(-s), with s in kyrs**(-1)    
   # 5th   "   : Relaxation time = -1000./s, (yrs)  
   # 6th   "   : LOG10 (Relaxation time (yrs))      


   2   0.3010300E+00  -0.9726529E-08  -0.8012042E+01   0.1028116E+12   0.1101204E+02
   2   0.3010300E+00  -0.2542635E-04  -0.4594716E+01   0.3932928E+08   0.7594716E+01
   2   0.3010300E+00  -0.3572807E-03  -0.3446990E+01   0.2798920E+07   0.6446990E+01
   2   0.3010300E+00  -0.3683105E-02  -0.2433786E+01   0.2715100E+06   0.5433786E+01
   2   0.3010300E+00  -0.7054764E-01  -0.1151517E+01   0.1417482E+05   0.4151517E+01
   2   0.3010300E+00  -0.2059394E+00  -0.6862606E+00   0.4855798E+04   0.3686261E+01
   2   0.3010300E+00  -0.2119137E+00  -0.6738410E+00   0.4718902E+04   0.3673841E+01
   2   0.3010300E+00  -0.2180011E+00  -0.6615413E+00   0.4587132E+04   0.3661541E+01
   2   0.3010300E+00  -0.4109006E+00  -0.3862632E+00   0.2433679E+04   0.3386263E+01
   2   0.3010300E+00  -0.1891732E+01   0.2768596E+00   0.5286162E+03   0.2723140E+01
   2   0.3010300E+00  -0.3165900E+01   0.5004972E+00   0.3158660E+03   0.2499503E+01
   2   0.3010300E+00  -0.3213293E+01   0.5069504E+00   0.3112072E+03   0.2493050E+01
   2   0.3010300E+00  -0.3345657E+01   0.5244814E+00   0.2988949E+03   0.2475519E+01
   2   0.3010300E+00  -0.4480194E+01   0.6512968E+00   0.2232046E+03   0.2348703E+01
   2   0.3010300E+00  -0.4487180E+01   0.6519734E+00   0.2228571E+03   0.2348027E+01
   2   0.3010300E+00  -0.4495186E+01   0.6527477E+00   0.2224602E+03   0.2347252E+01
   2   0.3010300E+00  -0.4552664E+01   0.6582656E+00   0.2196516E+03   0.2341734E+01
   2   0.3010300E+00  -0.4616452E+01   0.6643084E+00   0.2166166E+03   0.2335692E+01
   2   0.3010300E+00  -0.4734500E+01   0.6752741E+00   0.2112156E+03   0.2324726E+01
   2   0.3010300E+00  -0.5021153E+01   0.7008035E+00   0.1991574E+03   0.2299197E+01


   3   0.4771213E+00  -0.1944502E-07  -0.7711192E+01   0.5142706E+11   0.1071119E+02
   3   0.4771213E+00  -0.5055907E-04  -0.4296201E+01   0.1977884E+08   0.7296201E+01
   3   0.4771213E+00  -0.6926718E-03  -0.3159472E+01   0.1443685E+07   0.6159472E+01
   3   0.4771213E+00  -0.6597869E-02  -0.2180596E+01   0.1515641E+06   0.5180596E+01
   3   0.4771213E+00  -0.9906349E-01  -0.1004086E+01   0.1009454E+05   0.4004086E+01
   3   0.4771213E+00  -0.2086398E+00  -0.6806029E+00   0.4792950E+04   0.3680603E+01
   3   0.4771213E+00  -0.2119137E+00  -0.6738410E+00   0.4718902E+04   0.3673841E+01
   3   0.4771213E+00  -0.2384983E+00  -0.6225148E+00   0.4192903E+04   0.3622515E+01
   3   0.4771213E+00  -0.4651066E+00  -0.3324475E+00   0.2150045E+04   0.3332448E+01
   3   0.4771213E+00  -0.1303196E+01   0.1150097E+00   0.7673444E+03   0.2884990E+01
   3   0.4771213E+00  -0.3165900E+01   0.5004972E+00   0.3158660E+03   0.2499503E+01
   3   0.4771213E+00  -0.3188558E+01   0.5035943E+00   0.3136214E+03   0.2496406E+01
   3   0.4771213E+00  -0.3406906E+01   0.5323602E+00   0.2935214E+03   0.2467640E+01
   3   0.4771213E+00  -0.4480194E+01   0.6512968E+00   0.2232046E+03   0.2348703E+01
   3   0.4771213E+00  -0.4484344E+01   0.6516989E+00   0.2229981E+03   0.2348301E+01
   3   0.4771213E+00  -0.4499096E+01   0.6531252E+00   0.2222669E+03   0.2346875E+01
   3   0.4771213E+00  -0.4552664E+01   0.6582656E+00   0.2196516E+03   0.2341734E+01
   3   0.4771213E+00  -0.4590267E+01   0.6618380E+00   0.2178522E+03   0.2338162E+01
   3   0.4771213E+00  -0.4776944E+01   0.6791502E+00   0.2093388E+03   0.2320850E+01
   3   0.4771213E+00  -0.5021153E+01   0.7008035E+00   0.1991574E+03   0.2299197E+01


   4   0.6020600E+00  -0.3239035E-07  -0.7489584E+01   0.3087340E+11   0.1048958E+02
   4   0.6020600E+00  -0.8363214E-04  -0.4077627E+01   0.1195713E+08   0.7077627E+01
   4   0.6020600E+00  -0.1108224E-02  -0.2955372E+01   0.9023447E+06   0.5955372E+01
   4   0.6020600E+00  -0.9523289E-02  -0.2021213E+01   0.1050057E+06   0.5021213E+01
   4   0.6020600E+00  -0.1135646E+00  -0.9447570E+00   0.8805560E+04   0.3944757E+01
   4   0.6020600E+00  -0.2091933E+00  -0.6794523E+00   0.4780269E+04   0.3679452E+01
   4   0.6020600E+00  -0.2119137E+00  -0.6738410E+00   0.4718902E+04   0.3673841E+01
   4   0.6020600E+00  -0.2580199E+00  -0.5883468E+00   0.3875670E+04   0.3588347E+01
   4   0.6020600E+00  -0.5191396E+00  -0.2847158E+00   0.1926264E+04   0.3284716E+01
   4   0.6020600E+00  -0.8658153E+00  -0.6257476E-01   0.1154981E+04   0.3062575E+01
   4   0.6020600E+00  -0.3165900E+01   0.5004972E+00   0.3158660E+03   0.2499503E+01
   4   0.6020600E+00  -0.3179947E+01   0.5024199E+00   0.3144706E+03   0.2497580E+01
   4   0.6020600E+00  -0.3445279E+01   0.5372244E+00   0.2902523E+03   0.2462776E+01
   4   0.6020600E+00  -0.4480194E+01   0.6512968E+00   0.2232046E+03   0.2348703E+01
   4   0.6020600E+00  -0.4482870E+01   0.6515562E+00   0.2230714E+03   0.2348444E+01
   4   0.6020600E+00  -0.4502181E+01   0.6534229E+00   0.2221146E+03   0.2346577E+01
   4   0.6020600E+00  -0.4552664E+01   0.6582656E+00   0.2196516E+03   0.2341734E+01
   4   0.6020600E+00  -0.4581817E+01   0.6610378E+00   0.2182540E+03   0.2338962E+01
   4   0.6020600E+00  -0.4783449E+01   0.6797412E+00   0.2090542E+03   0.2320259E+01
   4   0.6020600E+00  -0.5021153E+01   0.7008035E+00   0.1991574E+03   0.2299197E+01


   5   0.6989700E+00  -0.4855169E-07  -0.7313796E+01   0.2059660E+11   0.1031380E+02
   5   0.6989700E+00  -0.1243091E-03  -0.3905497E+01   0.8044464E+07   0.6905497E+01
   5   0.6989700E+00  -0.1581943E-02  -0.2800809E+01   0.6321342E+06   0.5800809E+01
   5   0.6989700E+00  -0.1206943E-01  -0.1918313E+01   0.8285396E+05   0.4918313E+01
   5   0.6989700E+00  -0.1208495E+00  -0.9177552E+00   0.8274755E+04   0.3917755E+01
   5   0.6989700E+00  -0.2093105E+00  -0.6792091E+00   0.4777592E+04   0.3679209E+01
   5   0.6989700E+00  -0.2119137E+00  -0.6738410E+00   0.4718902E+04   0.3673841E+01
   5   0.6989700E+00  -0.2668244E+00  -0.5737745E+00   0.3747784E+04   0.3573775E+01
   5   0.6989700E+00  -0.5616512E+00  -0.2505333E+00   0.1780464E+04   0.3250533E+01
   5   0.6989700E+00  -0.6305812E+00  -0.2002590E+00   0.1585839E+04   0.3200259E+01
   5   0.6989700E+00  -0.3165900E+01   0.5004972E+00   0.3158660E+03   0.2499503E+01
   5   0.6989700E+00  -0.3176805E+01   0.5019905E+00   0.3147817E+03   0.2498009E+01
   5   0.6989700E+00  -0.3477625E+01   0.5412827E+00   0.2875526E+03   0.2458717E+01
   5   0.6989700E+00  -0.4480194E+01   0.6512968E+00   0.2232046E+03   0.2348703E+01
   5   0.6989700E+00  -0.4482136E+01   0.6514850E+00   0.2231079E+03   0.2348515E+01
   5   0.6989700E+00  -0.4504983E+01   0.6536932E+00   0.2219764E+03   0.2346307E+01
   5   0.6989700E+00  -0.4552664E+01   0.6582656E+00   0.2196516E+03   0.2341734E+01
   5   0.6989700E+00  -0.4581470E+01   0.6610049E+00   0.2182706E+03   0.2338995E+01
   5   0.6989700E+00  -0.4778116E+01   0.6792567E+00   0.2092875E+03   0.2320743E+01
   5   0.6989700E+00  -0.5021153E+01   0.7008035E+00   0.1991574E+03   0.2299197E+01


   6   0.7781513E+00  -0.6791562E-07  -0.7168030E+01   0.1472415E+11   0.1016803E+02
   6   0.7781513E+00  -0.1722068E-03  -0.3763950E+01   0.5806972E+07   0.6763950E+01
   6   0.7781513E+00  -0.2091484E-02  -0.2679545E+01   0.4781293E+06   0.5679545E+01
   6   0.7781513E+00  -0.1404875E-01  -0.1852362E+01   0.7118071E+05   0.4852362E+01
   6   0.7781513E+00  -0.1247905E+00  -0.9038184E+00   0.8013429E+04   0.3903818E+01
   6   0.7781513E+00  -0.2092406E+00  -0.6793541E+00   0.4779188E+04   0.3679354E+01
   6   0.7781513E+00  -0.2119137E+00  -0.6738410E+00   0.4718902E+04   0.3673841E+01
   6   0.7781513E+00  -0.2633464E+00  -0.5794727E+00   0.3797281E+04   0.3579473E+01
   6   0.7781513E+00  -0.4725985E+00  -0.3255077E+00   0.2115961E+04   0.3325508E+01
   6   0.7781513E+00  -0.6382688E+00  -0.1949964E+00   0.1566738E+04   0.3194996E+01
   6   0.7781513E+00  -0.3165900E+01   0.5004972E+00   0.3158660E+03   0.2499503E+01
   6   0.7781513E+00  -0.3175888E+01   0.5018651E+00   0.3148726E+03   0.2498135E+01
   6   0.7781513E+00  -0.3507475E+01   0.5449945E+00   0.2851054E+03   0.2455005E+01
   6   0.7781513E+00  -0.4480194E+01   0.6512968E+00   0.2232046E+03   0.2348703E+01
   6   0.7781513E+00  -0.4481769E+01   0.6514495E+00   0.2231262E+03   0.2348550E+01
   6   0.7781513E+00  -0.4507553E+01   0.6539409E+00   0.2218498E+03   0.2346059E+01
   6   0.7781513E+00  -0.4552664E+01   0.6582656E+00   0.2196516E+03   0.2341734E+01
   6   0.7781513E+00  -0.4585709E+01   0.6614065E+00   0.2180688E+03   0.2338593E+01
   6   0.7781513E+00  -0.4770698E+01   0.6785819E+00   0.2096130E+03   0.2321418E+01
   6   0.7781513E+00  -0.5021153E+01   0.7008035E+00   0.1991574E+03   0.2299197E+01


   7   0.8450980E+00  -0.9046614E-07  -0.7043514E+01   0.1105386E+11   0.1004351E+02
   7   0.8450980E+00  -0.2269067E-03  -0.3644153E+01   0.4407098E+07   0.6644153E+01
   7   0.8450980E+00  -0.2615794E-02  -0.2582397E+01   0.3822932E+06   0.5582397E+01
   7   0.8450980E+00  -0.1543980E-01  -0.1811358E+01   0.6476769E+05   0.4811358E+01
   7   0.8450980E+00  -0.1270991E+00  -0.8958576E+00   0.7867878E+04   0.3895858E+01
   7   0.8450980E+00  -0.2090353E+00  -0.6797804E+00   0.4783881E+04   0.3679780E+01
   7   0.8450980E+00  -0.2119137E+00  -0.6738410E+00   0.4718902E+04   0.3673841E+01
   7   0.8450980E+00  -0.2501303E+00  -0.6018337E+00   0.3997916E+04   0.3601834E+01
   7   0.8450980E+00  -0.3974230E+00  -0.4007470E+00   0.2516211E+04   0.3400747E+01
   7   0.8450980E+00  -0.6906717E+00  -0.1607283E+00   0.1447866E+04   0.3160728E+01
   7   0.8450980E+00  -0.3165900E+01   0.5004972E+00   0.3158660E+03   0.2499503E+01
   7   0.8450980E+00  -0.3176175E+01   0.5019044E+00   0.3148442E+03   0.2498096E+01
   7   0.8450980E+00  -0.3534721E+01   0.5483551E+00   0.2829078E+03   0.2451645E+01
   7   0.8450980E+00  -0.4480194E+01   0.6512968E+00   0.2232046E+03   0.2348703E+01
   7   0.8450980E+00  -0.4481601E+01   0.6514332E+00   0.2231345E+03   0.2348567E+01
   7   0.8450980E+00  -0.4509743E+01   0.6541518E+00   0.2217421E+03   0.2345848E+01
   7   0.8450980E+00  -0.4552664E+01   0.6582656E+00   0.2196516E+03   0.2341734E+01
   7   0.8450980E+00  -0.4593204E+01   0.6621157E+00   0.2177129E+03   0.2337884E+01
   7   0.8450980E+00  -0.4764348E+01   0.6780035E+00   0.2098923E+03   0.2321996E+01
   7   0.8450980E+00  -0.5021153E+01   0.7008035E+00   0.1991574E+03   0.2299197E+01


   8   0.9030900E+00  -0.1161848E-06  -0.6934851E+01   0.8606976E+10   0.9934851E+01
   8   0.9030900E+00  -0.2879610E-03  -0.3540666E+01   0.3472693E+07   0.6540666E+01
   8   0.9030900E+00  -0.3136032E-02  -0.2503620E+01   0.3188743E+06   0.5503620E+01
   8   0.9030900E+00  -0.1631524E-01  -0.1787407E+01   0.6129240E+05   0.4787407E+01
   8   0.9030900E+00  -0.1285411E+00  -0.8909579E+00   0.7779611E+04   0.3890958E+01
   8   0.9030900E+00  -0.2086686E+00  -0.6805428E+00   0.4792287E+04   0.3680543E+01
   8   0.9030900E+00  -0.2119137E+00  -0.6738410E+00   0.4718902E+04   0.3673841E+01
   8   0.9030900E+00  -0.2317838E+00  -0.6349169E+00   0.4314366E+04   0.3634917E+01
   8   0.9030900E+00  -0.3524518E+00  -0.4529003E+00   0.2837268E+04   0.3452900E+01
   8   0.9030900E+00  -0.7423798E+00  -0.1293738E+00   0.1347019E+04   0.3129374E+01
   8   0.9030900E+00  -0.3165900E+01   0.5004972E+00   0.3158660E+03   0.2499503E+01
   8   0.9030900E+00  -0.3177312E+01   0.5020598E+00   0.3147315E+03   0.2497940E+01
   8   0.9030900E+00  -0.3558665E+01   0.5512872E+00   0.2810042E+03   0.2448713E+01
   8   0.9030900E+00  -0.4480194E+01   0.6512968E+00   0.2232046E+03   0.2348703E+01
   8   0.9030900E+00  -0.4481551E+01   0.6514284E+00   0.2231370E+03   0.2348572E+01
   8   0.9030900E+00  -0.4511423E+01   0.6543135E+00   0.2216596E+03   0.2345686E+01
   8   0.9030900E+00  -0.4552664E+01   0.6582656E+00   0.2196516E+03   0.2341734E+01
   8   0.9030900E+00  -0.4603136E+01   0.6630538E+00   0.2172432E+03   0.2336946E+01
   8   0.9030900E+00  -0.4759786E+01   0.6775874E+00   0.2100935E+03   0.2322413E+01
   8   0.9030900E+00  -0.5021153E+01   0.7008035E+00   0.1991574E+03   0.2299197E+01


   9   0.9542425E+00  -0.1450509E-06  -0.6838480E+01   0.6894132E+10   0.9838480E+01
   9   0.9542425E+00  -0.3548960E-03  -0.3449899E+01   0.2817727E+07   0.6449899E+01
   9   0.9542425E+00  -0.3636004E-02  -0.2439376E+01   0.2750272E+06   0.5439376E+01
   9   0.9542425E+00  -0.1678160E-01  -0.1775167E+01   0.5958908E+05   0.4775167E+01
   9   0.9542425E+00  -0.1294697E+00  -0.8878320E+00   0.7723817E+04   0.3887832E+01
   9   0.9542425E+00  -0.2075419E+00  -0.6828943E+00   0.4818305E+04   0.3682894E+01
   9   0.9542425E+00  -0.2119137E+00  -0.6738410E+00   0.4718902E+04   0.3673841E+01
   9   0.9542425E+00  -0.2133678E+00  -0.6708710E+00   0.4686742E+04   0.3670871E+01
   9   0.9542425E+00  -0.3234295E+00  -0.4902204E+00   0.3091864E+04   0.3490220E+01
