 # File ih.dat, created by Task#1 of TABOO on 2022.05.02 time=11.11.45
 # These h normalized residues are of loading type


   2  -0.7775154E-01
   2  -0.6393706E-01
   2  -0.2286903E+00
   2  -0.3040627E+00
   2   0.2944955E-03
   2  -0.1940518E+00
   2   0.9612029E-31
   2  -0.1186965E+00
   2  -0.6484689E+00
   2  -0.5695867E+00
   2  -0.1653734E-25
   2  -0.6622744E-02
   2  -0.3268296E-02
   2  -0.2361792E-18
   2  -0.5350264E-04
   2  -0.2419296E-04
   2   0.2462116E-19
   2  -0.8238269E-03
   2  -0.1853015E-03
   2  -0.1375392E-22


   3  -0.1085943E+00
   3  -0.8846848E-01
   3  -0.3074199E+00
   3  -0.4228846E+00
   3  -0.5194021E-02
   3  -0.1121116E+00
   3   0.4940221E-30
   3  -0.4487735E+00
   3  -0.8545170E+00
   3  -0.9227983E+00
   3  -0.1283374E-24
   3  -0.2613087E-02
   3  -0.4970495E-03
   3   0.1668095E-17
   3  -0.3156156E-04
   3  -0.2439236E-04
   3  -0.1638931E-18
   3  -0.4115540E-03
   3  -0.3985032E-04
   3   0.5077776E-22


   4  -0.1393460E+00
   4  -0.1121351E+00
   4  -0.3744418E+00
   4  -0.5297628E+00
   4  -0.1577030E-01
   4  -0.1050201E+00
   4   0.7043611E-30
   4  -0.7544860E+00
   4  -0.1024704E+01
   4  -0.1286365E+01
   4   0.2986132E-24
   4  -0.1321370E-02
   4  -0.1785415E-04
   4   0.3279583E-18
   4  -0.1691224E-04
   4  -0.1890335E-04
   4  -0.4591038E-19
   4  -0.2349776E-03
   4   0.4846914E-07
   4   0.2890429E-22


   5  -0.1699576E+00
   5  -0.1347996E+00
   5  -0.4281061E+00
   5  -0.6202062E+00
   5  -0.2727790E-01
   5  -0.1209921E+00
   5   0.3496831E-30
   5  -0.9687458E+00
   5  -0.2171034E+01
   5  -0.7462057E+00
   5   0.4563473E-24
   5  -0.9075667E-03
   5  -0.4768144E-03
   5  -0.7705273E-17
   5  -0.9863907E-05
   5  -0.1320280E-04
   5   0.6049331E-18
   5  -0.1691805E-03
   5  -0.7450899E-05
   5  -0.1081241E-21


   6  -0.2003830E+00
   6  -0.1563279E+00
   6  -0.4674732E+00
   6  -0.6916065E+00
   6  -0.3860249E-01
   6  -0.1531920E+00
   6  -0.2073621E-29
   6  -0.9436654E+00
   6  -0.3501986E+01
   6  -0.2625506E+00
   6   0.4293953E-24
   6  -0.7786764E-03
   6  -0.1056124E-02
   6  -0.3044799E-17
   6  -0.6433930E-05
   6  -0.8298395E-05
   6   0.1935885E-18
   6  -0.1418743E-03
   6  -0.1663682E-04
   6  -0.2204055E-22


   7  -0.2305635E+00
   7  -0.1765990E+00
   7  -0.4923668E+00
   7  -0.7440618E+00
   7  -0.5179260E-01
   7  -0.2058066E+00
   7   0.1494571E-29
   7  -0.6567928E+00
   7  -0.4544726E+01
   7  -0.3329900E+00
   7  -0.8791448E-24
   7  -0.7729301E-03
   7  -0.1546349E-02
   7   0.9727071E-17
   7  -0.4651681E-05
   7  -0.4507849E-05
   7  -0.5608313E-18
   7  -0.1270850E-03
   7  -0.1920917E-04
   7   0.7984308E-22


   8  -0.2604230E+00
   8  -0.1955016E+00
   8  -0.5032710E+00
   8  -0.7797170E+00
   8  -0.7082477E-01
   8  -0.2925992E+00
   8   0.4365257E-30
   8  -0.3061901E+00
   8  -0.5727188E+01
   8  -0.3151541E+00
   8   0.1506041E-23
   8  -0.8385749E-03
   8  -0.1922625E-02
   8  -0.2053112E-16
   8  -0.3660248E-05
   8  -0.1997611E-05
   8   0.1092344E-17
   8  -0.1150119E-03
   8  -0.1729873E-04
   8  -0.1630856E-21


   9  -0.2898869E+00
   9  -0.2129299E+00
   9  -0.5012016E+00
   9  -0.8016567E+00
   9  -0.1017110E+00
   9  -0.4757595E+00
   9   0.1666993E-28
   9  -0.1431070E-01
   9  -0.6780496E+01
   9  -0.2844216E+00
   9  -0.5081297E-23
   9  -0.9561321E-03
   9  -0.2199100E-02
   9   0.7057327E-16
   9  -0.3072432E-05
   9  -0.6377227E-06
   9  -0.3624043E-17
   9  -0.1023629E-03
   9  -0.1374362E-04
   9   0.6003759E-21


  10  -0.3188432E+00
  10  -0.2287818E+00
  10  -0.4875930E+00
  10  -0.8129603E+00
  10  -0.1534950E+00
  10  -0.1156428E+00
  10  -0.4288781E+00
  10  -0.3421475E-28
  10  -0.7670109E+01
  10  -0.2534854E+00
  10  -0.6278055E-24
  10  -0.1116667E-02
  10  -0.2391891E-02
  10   0.4409919E-16
  10  -0.2702338E-05
  10  -0.9005525E-07
  10  -0.2343538E-17
  10  -0.8877122E-04
  10  -0.1017258E-04
  10   0.5270708E-21


  11  -0.3471991E+00
  11  -0.2429591E+00
  11  -0.4642028E+00
  11  -0.8161615E+00
  11  -0.2396192E+00
  11  -0.3733331E-01
  11  -0.6885290E+00
  11  -0.9434731E-29
  11  -0.8411034E+01
  11  -0.2248341E+00
  11  -0.2024730E-24
  11  -0.1314758E-02
  11  -0.2513636E-02
  11  -0.1100771E-16
  11  -0.2455542E-05
  11  -0.6147355E-08
  11   0.6084503E-18
  11  -0.7496696E-04
  11  -0.7219076E-05
  11  -0.1617033E-21


  12  -0.3748104E+00
  12  -0.2553697E+00
  12  -0.4330199E+00
  12  -0.8130715E+00
  12  -0.3790886E+00
  12  -0.1346964E-01
  12  -0.1008790E+01
  12   0.1628395E-28
  12  -0.8990330E+01
  12  -0.1988179E+00
  12   0.7657190E-24
  12  -0.1545930E-02
  12  -0.2574744E-02
  12  -0.2786504E-16
  12  -0.2281640E-05
  12  -0.1322442E-06
  12   0.1557866E-17
  12  -0.6182529E-04
  12  -0.4994319E-05
  12  -0.4166450E-21


  13  -0.4015473E+00
  13  -0.2659304E+00
  13  -0.3961665E+00
  13  -0.8048244E+00
  13  -0.5966461E+00
  13  -0.4954676E-02
  13  -0.1433323E+01
  13   0.1317686E-28
  13  -0.9373445E+01
  13  -0.1753601E+00
  13  -0.1445115E-23
  13  -0.1805642E-02
  13  -0.2584737E-02
  13   0.1669894E-16
  13  -0.2152485E-05
  13  -0.3181759E-06
  13  -0.8952218E-18
  13  -0.4997965E-04
  13  -0.3402648E-05
  13   0.1089136E-21


  14  -0.4272329E+00
  14  -0.2745704E+00
  14  -0.3557875E+00
  14  -0.7920267E+00
  14  -0.9209296E+00
  14  -0.1822239E-02
  14  -0.1969352E+01
  14  -0.8814028E-29
  14  -0.9529402E+01
  14  -0.1543285E+00
  14  -0.2360008E-23
  14  -0.2088870E-02
  14  -0.2552738E-02
  14   0.1367038E-16
  14  -0.2051670E-05
  14  -0.4891918E-06
  14  -0.7641160E-18
  14  -0.3974898E-04
  14  -0.2297544E-05
  14   0.1071344E-21


  15  -0.4517207E+00
  15  -0.2812342E+00
  15  -0.3139307E+00
  15  -0.7749391E+00
  15  -0.1379746E+01
  15  -0.6591750E-03
  15  -0.2587438E+01
  15  -0.4759486E-28
  15  -0.9458222E+01
  15  -0.1355948E+00
  15   0.2193142E-23
  15  -0.2389981E-02
  15  -0.2487410E-02
  15  -0.4056674E-16
  15  -0.1969211E-05
  15  -0.6159805E-06
  15   0.2624802E-17
  15  -0.3119749E-04
  15  -0.1543735E-05
  15  -0.8384647E-21


  16  -0.4748122E+00
  16  -0.2858848E+00
  16  -0.2724288E+00
  16  -0.7536554E+00
  16  -0.1992773E+01
  16  -0.2102034E-03
  16  -0.3217130E+01
  16   0.5722310E-28
  16  -0.9206943E+01
  16  -0.1190295E+00
  16   0.7519766E-24
  16  -0.2702771E-02
  16  -0.2396719E-02
  16  -0.1339548E-16
  16  -0.1898766E-05
  16  -0.6932079E-06
  16   0.9237381E-18
  16  -0.2422578E-04
  16  -0.1034823E-05
  16  -0.3215513E-21


  17  -0.4963220E+00
  17  -0.2885070E+00
  17  -0.2327979E+00
  17  -0.7282552E+00
  17  -0.1217655E-03
  17  -0.2763974E+01
  17  -0.3766444E+01
  17   0.6364665E-29
  17  -0.8858949E+01
  17  -0.1044921E+00
  17  -0.1817352E-23
  17  -0.3020603E-02
  17  -0.2287731E-02
  17   0.1778299E-16
  17  -0.1836135E-05
  17  -0.7264874E-06
  17  -0.1259086E-17
  17  -0.1864972E-04
  17  -0.6932043E-06
  17   0.3601525E-21


  18  -0.5160516E+00
  18  -0.2891090E+00
  18  -0.1961710E+00
  18  -0.6989156E+00
  18  -0.3922485E-04
  18  -0.3678302E+01
  18  -0.4158219E+01
  18  -0.3628580E-29
  18  -0.8501811E+01
  18  -0.9182789E-01
  18  -0.1428073E-23
  18  -0.3336603E-02
  18  -0.2166502E-02
  18   0.1481830E-16
  18  -0.1778422E-05
  18  -0.7252503E-06
  18  -0.1117964E-17
  18  -0.1425538E-04
